calculationType,eventId,note,amount_cents,payoutId,roleType,recipientUserId,stripeTransferId,createdAt,basis_amount_cents,paidAt,currency,effectiveCommissionRate,status,updatedAt,id,created_date,updated_date,created_by_id,is_sample
"","69cfb14c04d115e0f255f343","100$ fixe vidéo","10000","69cfb65d06483e1fec1ec8dd","talent_video","","","2026-04-04 13:29:06.267+00","10000","","CAD","","voided","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd5118","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfb14c04d115e0f255f343","15% commission vendeur","0","69cfb65d06483e1fec1ec8dd","seller_commission","","","2026-04-04 13:29:06.267+00","0","","CAD","","pending","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd5119","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfb14c04d115e0f255f343","12% courtage Micro Rave","0","69cfb65d06483e1fec1ec8dd","platform_fee","","","2026-04-04 13:29:06.267+00","0","","CAD","","pending","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd511a","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfb8316ea9c49bbd73a88c","Reste — aucun talent confirmé","0","69cfbac0dfdec141778ef14f","platform_production","","","2026-04-04 13:29:06.267+00","0","","CAD","","pending","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd511b","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfb8316ea9c49bbd73a88c","100$ fixe vidéo","10000","69cfbac0dfdec141778ef14f","talent_video","","","2026-04-04 13:29:06.267+00","10000","","CAD","","voided","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd511c","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfb8316ea9c49bbd73a88c","15% commission vendeur","0","69cfbac0dfdec141778ef14f","seller_commission","","","2026-04-04 13:29:06.267+00","0","","CAD","","pending","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd511d","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfb8316ea9c49bbd73a88c","12% courtage Micro Rave","0","69cfbac0dfdec141778ef14f","platform_fee","","","2026-04-04 13:29:06.267+00","0","","CAD","","pending","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd511e","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfbb630d392a816c8bf25d","Reste — aucun talent confirmé","0","69cfbbc70214e1dafc7642d1","platform_production","","","2026-04-04 13:29:06.267+00","0","","CAD","","pending","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd511f","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfbb630d392a816c8bf25d","100$ fixe vidéo","10000","69cfbbc70214e1dafc7642d1","talent_video","","","2026-04-04 13:29:06.267+00","10000","","CAD","","voided","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd5120","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfbb630d392a816c8bf25d","15% commission vendeur","0","69cfbbc70214e1dafc7642d1","seller_commission","","","2026-04-04 13:29:06.267+00","0","","CAD","","pending","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd5121","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfbb630d392a816c8bf25d","12% courtage Micro Rave","0","69cfbbc70214e1dafc7642d1","platform_fee","","","2026-04-04 13:29:06.267+00","0","","CAD","","pending","2026-04-04 13:29:06.267+00","69f1f7cb8b6f84386ebd5122","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfa49415df4eacf20218d9","Reste — aucun talent confirmé","0","69cfa51965801673a2fc4f76","platform_production","","","2026-04-04 12:29:06.182+00","0","","CAD","","pending","2026-04-04 12:29:06.182+00","69f1f7cb8b6f84386ebd5123","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfa49415df4eacf20218d9","100$ fixe vidéo","10000","69cfa51965801673a2fc4f76","talent_video","","","2026-04-04 12:29:06.182+00","10000","","CAD","","voided","2026-04-04 12:29:06.182+00","69f1f7cb8b6f84386ebd5124","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfa49415df4eacf20218d9","15% commission vendeur","0","69cfa51965801673a2fc4f76","seller_commission","","","2026-04-04 12:29:06.182+00","0","","CAD","","pending","2026-04-04 12:29:06.182+00","69f1f7cb8b6f84386ebd5125","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfa49415df4eacf20218d9","12% courtage Micro Rave","0","69cfa51965801673a2fc4f76","platform_fee","","","2026-04-04 12:29:06.182+00","0","","CAD","","pending","2026-04-04 12:29:06.182+00","69f1f7cb8b6f84386ebd5126","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfaac9e1ac5fee76650b71","Reste — aucun talent confirmé","0","69cfabb512759c8332ff8c5c","platform_production","","","2026-04-04 12:29:06.182+00","0","","CAD","","pending","2026-04-04 12:29:06.182+00","69f1f7cb8b6f84386ebd5127","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfaac9e1ac5fee76650b71","100$ fixe vidéo","10000","69cfabb512759c8332ff8c5c","talent_video","","","2026-04-04 12:29:06.182+00","10000","","CAD","","voided","2026-04-04 12:29:06.182+00","69f1f7cb8b6f84386ebd5128","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfaac9e1ac5fee76650b71","15% commission vendeur","0","69cfabb512759c8332ff8c5c","seller_commission","","","2026-04-04 12:29:06.182+00","0","","CAD","","pending","2026-04-04 12:29:06.182+00","69f1f7cb8b6f84386ebd5129","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfaac9e1ac5fee76650b71","12% courtage Micro Rave","0","69cfabb512759c8332ff8c5c","platform_fee","","","2026-04-04 12:29:06.182+00","0","","CAD","","pending","2026-04-04 12:29:06.182+00","69f1f7cb8b6f84386ebd512a","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfa1b2ecfbdb3dbc9ab830","Reste — aucun talent confirmé","0","69cfa1f2550603c40cfce001","platform_production","","","2026-04-04 11:29:06.116+00","0","","CAD","","pending","2026-04-04 11:29:06.116+00","69f1f7cb8b6f84386ebd512b","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfa1b2ecfbdb3dbc9ab830","100$ fixe vidéo","10000","69cfa1f2550603c40cfce001","talent_video","","","2026-04-04 11:29:06.116+00","10000","","CAD","","voided","2026-04-04 11:29:06.116+00","69f1f7cb8b6f84386ebd512c","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfa1b2ecfbdb3dbc9ab830","15% commission vendeur","0","69cfa1f2550603c40cfce001","seller_commission","","","2026-04-04 11:29:06.116+00","0","","CAD","","pending","2026-04-04 11:29:06.116+00","69f1f7cb8b6f84386ebd512d","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69cfa1b2ecfbdb3dbc9ab830","12% courtage Micro Rave","0","69cfa1f2550603c40cfce001","platform_fee","","","2026-04-04 11:29:06.116+00","0","","CAD","","pending","2026-04-04 11:29:06.116+00","69f1f7cb8b6f84386ebd512e","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b4ad369800bce48e0dcf20","Reste — aucun talent confirmé","0","69b4af910dc74db020a8ec16","platform_production","","","2026-03-15 01:29:06.091+00","0","","CAD","","pending","2026-03-15 01:29:06.091+00","69f1f7cb8b6f84386ebd512f","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b4ad369800bce48e0dcf20","100$ fixe vidéo","10000","69b4af910dc74db020a8ec16","talent_video","","","2026-03-15 01:29:06.091+00","10000","","CAD","","voided","2026-03-15 01:29:06.091+00","69f1f7cb8b6f84386ebd5130","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b4ad369800bce48e0dcf20","15% commission vendeur","0","69b4af910dc74db020a8ec16","seller_commission","","","2026-03-15 01:29:06.091+00","0","","CAD","","pending","2026-03-15 01:29:06.091+00","69f1f7cb8b6f84386ebd5131","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b4ad369800bce48e0dcf20","12% courtage Micro Rave","0","69b4af910dc74db020a8ec16","platform_fee","","","2026-03-15 01:29:06.091+00","0","","CAD","","pending","2026-03-15 01:29:06.091+00","69f1f7cb8b6f84386ebd5132","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b417cf986d484a2fac3654","Reste — aucun talent confirmé","0","69b4297dcc979a667b99d518","platform_production","","","2026-03-14 15:29:06.108+00","0","","CAD","","pending","2026-03-14 15:29:06.108+00","69f1f7cb8b6f84386ebd5133","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b417cf986d484a2fac3654","100$ fixe vidéo","10000","69b4297dcc979a667b99d518","talent_video","","","2026-03-14 15:29:06.108+00","10000","","CAD","","voided","2026-03-14 15:29:06.108+00","69f1f7cb8b6f84386ebd5134","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b417cf986d484a2fac3654","15% commission vendeur","0","69b4297dcc979a667b99d518","seller_commission","","","2026-03-14 15:29:06.108+00","0","","CAD","","pending","2026-03-14 15:29:06.108+00","69f1f7cb8b6f84386ebd5135","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b417cf986d484a2fac3654","12% courtage Micro Rave","0","69b4297dcc979a667b99d518","platform_fee","","","2026-03-14 15:29:06.108+00","0","","CAD","","pending","2026-03-14 15:29:06.108+00","69f1f7cb8b6f84386ebd5136","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b412a3d76774f49fe2d56e","Reste — aucun talent confirmé","0","69b416b1d4fb9618ccefd644","platform_production","","","2026-03-14 14:29:06.145+00","0","","CAD","","pending","2026-03-14 14:29:06.145+00","69f1f7cb8b6f84386ebd5137","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b412a3d76774f49fe2d56e","100$ fixe vidéo","10000","69b416b1d4fb9618ccefd644","talent_video","","","2026-03-14 14:29:06.145+00","10000","","CAD","","voided","2026-03-14 14:29:06.145+00","69f1f7cb8b6f84386ebd5138","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b412a3d76774f49fe2d56e","15% commission vendeur","0","69b416b1d4fb9618ccefd644","seller_commission","","","2026-03-14 14:29:06.145+00","0","","CAD","","pending","2026-03-14 14:29:06.145+00","69f1f7cb8b6f84386ebd5139","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b412a3d76774f49fe2d56e","12% courtage Micro Rave","0","69b416b1d4fb9618ccefd644","platform_fee","","","2026-03-14 14:29:06.145+00","0","","CAD","","pending","2026-03-14 14:29:06.145+00","69f1f7cb8b6f84386ebd513a","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b32fc145557775814c4097","Reste — aucun talent confirmé","0","69b40fb1284dbc11a17768d7","platform_production","","","2026-03-14 13:29:06.228+00","0","","CAD","","pending","2026-03-14 13:29:06.228+00","69f1f7cb8b6f84386ebd513b","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b32fc145557775814c4097","100$ fixe vidéo","10000","69b40fb1284dbc11a17768d7","talent_video","","","2026-03-14 13:29:06.228+00","10000","","CAD","","voided","2026-03-14 13:29:06.228+00","69f1f7cb8b6f84386ebd513c","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b32fc145557775814c4097","15% commission vendeur","0","69b40fb1284dbc11a17768d7","seller_commission","","","2026-03-14 13:29:06.228+00","0","","CAD","","pending","2026-03-14 13:29:06.228+00","69f1f7cb8b6f84386ebd513d","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"","69b32fc145557775814c4097","12% courtage Micro Rave","0","69b40fb1284dbc11a17768d7","platform_fee","","","2026-03-14 13:29:06.228+00","0","","CAD","","pending","2026-03-14 13:29:06.228+00","69f1f7cb8b6f84386ebd513e","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e60a1a009afd50a6bb2800","Talent présent — 50$ - fee 5.70% = 47.15$ [lineup: lineup_placement, commission: snapshot]","4715","69e6142e7468c4120c33b07e","talent_payout","69cd302266f2193a99122757","tr_1TPW1DEDnfppNFcxr0aNqlnu","2026-04-20 14:15:29.198+00","5000","2026-04-23 22:46:29.365+00","CAD","0.057","paid","2026-04-23 22:46:29.365+00","69f1f7cb8b6f84386ebd513f","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e38bcada564eeacc35a4c3","Courtage snapshot T1 figé=11.40% = 43.94$ [UNDERFUNDED: contrat 400$ → effectif 385.45$ (ratio 0.964)]","4394","69e393af53e9a4cac5e79d68","platform_fee","","","2026-04-20 12:37:59.487+00","40000","2026-04-23 22:41:49.45+00","CAD","","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5140","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e38bcada564eeacc35a4c3","Courtage snapshot T1 figé=11.40% = 16.48$ [UNDERFUNDED: contrat 150$ → effectif 144.55$ (ratio 0.964)]","1648","69e393af53e9a4cac5e79d68","platform_fee","","","2026-04-20 12:37:59.487+00","15000","","CAD","","pending","2026-04-20 12:37:59.487+00","69f1f7cb8b6f84386ebd5141","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e38bcada564eeacc35a4c3","Talent présent — 385.45$ - fee 11.40% = 341.51$ [lineup: lineup_placement, commission: snapshot] [UNDERFUNDED: contrat 400$ → effectif 385.45$ (ratio 0.964)]","34151","69e393af53e9a4cac5e79d68","talent_payout","698d204286a5af9808991620","tr_1TPVx5EDnfppNFcxsVHTgnhM","2026-04-20 12:37:59.487+00","40000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5142","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e38bcada564eeacc35a4c3","Talent présent — 144.55$ - fee 11.40% = 128.07$ [lineup: lineup_placement, commission: snapshot] [UNDERFUNDED: contrat 150$ → effectif 144.55$ (ratio 0.964)]","12807","69e393af53e9a4cac5e79d68","talent_payout","698c747aee05acfdd23ea578","tr_1TPVx9EDnfppNFcxHkDPOhJN","2026-04-20 12:37:59.487+00","15000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5143","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e3993bb98029bbaa79b22b","Courtage snapshot T1 figé=11.40% = 5.93$ [UNDERFUNDED: contrat 438$ → effectif 52$ (ratio 0.119)]","593","69e39c43a0cc6764d5d964ab","platform_fee","","","2026-04-20 12:37:55.96+00","43800","2026-04-20 15:07:20.354+00","CAD","","paid","2026-04-20 15:07:20.354+00","69f1f7cb8b6f84386ebd5144","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e3993bb98029bbaa79b22b","Talent présent — 52$ - fee 11.40% = 46.07$ [lineup: lineup_placement, commission: snapshot] [UNDERFUNDED: contrat 438$ → effectif 52$ (ratio 0.119)]","4607","69e39c43a0cc6764d5d964ab","talent_payout","698dbbf753d545317578c200","tr_3TNaAOEDnfppNFcx1gSTdhEd","2026-04-20 12:37:55.96+00","43800","2026-04-20 15:07:20.354+00","CAD","0.114","paid","2026-04-20 15:07:20.354+00","69f1f7cb8b6f84386ebd5145","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e3a047873f1e0e8a9c1220","Courtage snapshot T1 figé=11.40% = 15.96$","1596","69e3a93cb80c79987130c524","platform_fee","","","2026-04-20 12:37:53.023+00","1596","2026-04-23 22:41:49.45+00","CAD","","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5146","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e3a047873f1e0e8a9c1220","Courtage snapshot T1 figé=11.40% = 5.47$","547","69e3a93cb80c79987130c524","platform_fee","","","2026-04-20 12:37:53.023+00","547","","CAD","","pending","2026-04-20 12:37:53.023+00","69f1f7cb8b6f84386ebd5147","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e3a047873f1e0e8a9c1220","Talent présent — 140$ - fee 11.40% = 124.04$ [lineup: lineup_placement, commission: snapshot]","12404","69e3a93cb80c79987130c524","talent_payout","698d204286a5af9808991620","tr_1TPVxCEDnfppNFcxbffBBop3","2026-04-20 12:37:53.023+00","14000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5148","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e3a047873f1e0e8a9c1220","Talent présent — 48$ - fee 11.40% = 42.53$ [lineup: lineup_placement, commission: snapshot]","4253","69e3a93cb80c79987130c524","talent_payout","698dbbf753d545317578c200","tr_1TPVxGEDnfppNFcxcGpx19KF","2026-04-20 12:37:53.023+00","4800","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5149","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e577bcee2fde3af32912b9","Courtage snapshot T1 figé=5.70% = 11.12$","1112","69e58235858b10dbd76020ee","platform_fee","","","2026-04-20 01:37:00.225+00","1112","2026-04-23 22:46:29.365+00","CAD","","paid","2026-04-23 22:46:29.365+00","69f1f7cb8b6f84386ebd514a","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e577bcee2fde3af32912b9","Courtage snapshot T1 figé=3.33% = 0.33$","33","69e58235858b10dbd76020ee","platform_fee","","","2026-04-20 01:37:00.225+00","33","","CAD","","pending","2026-04-20 01:37:00.225+00","69f1f7cb8b6f84386ebd514b","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e577bcee2fde3af32912b9","Courtage snapshot T1 figé=11.40% = 27.36$","2736","69e58235858b10dbd76020ee","platform_fee","","","2026-04-20 01:37:00.225+00","2736","","CAD","","pending","2026-04-20 01:37:00.225+00","69f1f7cb8b6f84386ebd514c","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e577bcee2fde3af32912b9","Talent présent — 195$ - fee 5.70% = 183.88$ [lineup: lineup_placement, commission: snapshot]","18388","69e58235858b10dbd76020ee","talent_payout","69cd302266f2193a99122757","tr_1TPW1HEDnfppNFcxX1ua9Eo3","2026-04-20 01:37:00.225+00","19500","2026-04-23 22:46:29.365+00","CAD","0.057","paid","2026-04-23 22:46:29.365+00","69f1f7cb8b6f84386ebd514d","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e577bcee2fde3af32912b9","Talent présent — 10$ - fee 3.33% = 9.67$ [lineup: lineup_placement, commission: snapshot]","967","69e58235858b10dbd76020ee","talent_payout","69b48a2b7d5c0db589c6bb1c","tr_1TOJQgEDnfppNFcxGbJMoPTb","2026-04-20 01:37:00.225+00","1000","2026-04-20 15:07:20.354+00","CAD","0.0333","paid","2026-04-20 15:07:20.354+00","69f1f7cb8b6f84386ebd514e","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e577bcee2fde3af32912b9","Talent présent — 240$ - fee 11.40% = 212.64$ [lineup: lineup_placement, commission: snapshot]","21264","69e58235858b10dbd76020ee","talent_payout","698d204286a5af9808991620","tr_1TPVxKEDnfppNFcxXBL1BnKS","2026-04-20 01:37:00.225+00","24000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd514f","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e3dc9b1c351869c39d98a3","Courtage snapshot T1 figé=11.40% = 37.62$","3762","69e4cd560a302dd60a5d81d1","platform_fee","","","2026-04-19 13:15:49.325+00","3762","2026-04-23 22:41:49.45+00","CAD","","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5150","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e3dc9b1c351869c39d98a3","Courtage snapshot T1 figé=11.40% = 12.54$","1254","69e4cd560a302dd60a5d81d1","platform_fee","","","2026-04-19 13:15:49.325+00","1254","","CAD","","pending","2026-04-19 13:15:49.325+00","69f1f7cb8b6f84386ebd5151","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e3dc9b1c351869c39d98a3","Courtage snapshot T1 figé=11.40% = 28.5$","2850","69e4cd560a302dd60a5d81d1","platform_fee","","","2026-04-19 13:15:49.325+00","2850","","CAD","","pending","2026-04-19 13:15:49.325+00","69f1f7cb8b6f84386ebd5152","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e3dc9b1c351869c39d98a3","Talent présent — 330$ - fee 11.40% = 292.38$ [lineup: lineup_placement, commission: snapshot]","29238","69e4cd560a302dd60a5d81d1","talent_payout","698c747aee05acfdd23ea578","tr_1TNx2GEDnfppNFcxwUNkN29A","2026-04-19 13:15:49.325+00","33000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5153","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e3dc9b1c351869c39d98a3","Talent présent — 110$ - fee 11.40% = 97.46$ [lineup: lineup_placement, commission: snapshot]","9746","69e4cd560a302dd60a5d81d1","talent_payout","698d204286a5af9808991620","tr_1TNx2JEDnfppNFcxE0U7ADE7","2026-04-19 13:15:49.325+00","11000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5154","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e3dc9b1c351869c39d98a3","Talent présent — 250$ - fee 11.40% = 221.5$ [lineup: lineup_placement, commission: snapshot]","22150","69e4cd560a302dd60a5d81d1","talent_payout","69b48a2b7d5c0db589c6bb1c","tr_1TPVxOEDnfppNFcxQ9ku7r3R","2026-04-19 13:15:49.325+00","25000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5155","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e169278a79490c4201e2a0","Courtage snapshot T1 figé=11.40% = 11.4$","1140","69e16aa35d02f8780e76e565","platform_fee","","","2026-04-19 13:00:46.081+00","1140","2026-04-23 22:41:49.45+00","CAD","","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5156","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e169278a79490c4201e2a0","Courtage snapshot T1 figé=11.40% = 22.8$","2280","69e16aa35d02f8780e76e565","platform_fee","","","2026-04-19 13:00:46.081+00","2280","","CAD","","pending","2026-04-19 13:00:46.081+00","69f1f7cb8b6f84386ebd5157","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"percentage_post","69e169278a79490c4201e2a0","Courtage snapshot T1 figé=11.40% = 5.7$","570","69e16aa35d02f8780e76e565","platform_fee","","","2026-04-19 13:00:46.081+00","570","","CAD","","pending","2026-04-19 13:00:46.081+00","69f1f7cb8b6f84386ebd5158","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e169278a79490c4201e2a0","Talent présent — 100$ - fee 11.40% = 88.6$ [lineup: lineup_placement, commission: snapshot]","8860","69e16aa35d02f8780e76e565","talent_payout","698dbbf753d545317578c200","tr_1TPVxREDnfppNFcxpMqeUMuI","2026-04-19 13:00:46.081+00","10000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5159","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e169278a79490c4201e2a0","Talent présent — 200$ - fee 11.40% = 177.2$ [lineup: lineup_placement, commission: snapshot]","17720","69e16aa35d02f8780e76e565","talent_payout","69b48a2b7d5c0db589c6bb1c","tr_1TPVxVEDnfppNFcxBQF6yi3J","2026-04-19 13:00:46.081+00","20000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd515a","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
"contract_amount","69e169278a79490c4201e2a0","Talent présent — 50$ - fee 11.40% = 44.3$ [lineup: lineup_placement, commission: snapshot]","4430","69e16aa35d02f8780e76e565","talent_payout","698c747aee05acfdd23ea578","tr_1TNx2NEDnfppNFcxfp1NIZ6N","2026-04-19 13:00:46.081+00","5000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd515b","2026-04-29T12:21:31.008000","2026-04-29T12:21:31.008000","698c747aee05acfdd23ea578","false"
